
2020-03-18 01:58:33,847:015833,100,5.55087963104248,4.625,8.755,2.815,2.815,8.744
2020-03-18 01:58:34,994:015834,716,4.83179322916667,5.452,6.641,2.710,2.710,6.646
2020-03-18 01:58:36,735:015836,7405,6.54603615036011,18.732,2.845,5.652,2.750,2.750
2020-03-18 01:58:38,262:015838,9046,6.57559011306763,18.760,2.815,5.717,2.793,2.793
2020-03-18 01:58:39,272:015839,9404,6.57786115036011,18.773,2.828,5.713,2.788,2.788
2020-03-18 01:58:40,338:015840,963,3.555078125,6.600,2.540,3.555,2.540,2.540
2020-03-18 01:58:41,417:015841,10291,6.57639011306763,18.772,2.823,5.716,2.785,2.785
2020-03-18 01:58:42,653:015842,1064,3.93175613839286,7.700,2.807,3.722,2.715,2.715
2020-03-18 01:58:44,125:015844,10494,6.60290304946899,18.820,3.778,3.856,2.778,3.782
2020-03-18 01:58:45,391:015845,147,3.94529159545898,4.768,4.679,2.795,2.800,4.684
2020-03-18 01:58:46,831:015846,1652,4.46018582589286,7.705,2.730,4.619,4.530,2.717
2020-03-18 01:58:48,092:015848,1740,12.3665868339539,18.562,18.770,2.863,2.863,18.776
2020-03-18 01:58:49,857:015849,2006,4.79091458104452,8.677,3.805,2.875,2.835,5.762
2020-03-18 01:58:50,985:015850,2732,3.98232928466797,7.805,2.795,3.720,2.795,2.795
2020-03-18 01:58:52,122:015852,3327,6.43315126419067,18.832,3.798,2.867,2.867,3.801
2020-03-18 01:58:53,201:015853,3455,6.44623459752401,18.798,3.826,2.897,2.880,3.830
2020-03-18 01:58:54,251:015854,3527,6.44981145604451,18.803,3.830,2.900,2.883,3.833
2020-03-18 01:58:55,275:015855,3902,6.44735959752401,18.802,3.826,2.902,2.877,3.830
2020-03-18 01:58:56,597:015856,4418,6.44850749333699,18.791,3.835,2.893,2.885,3.838
2020-03-18 01:58:57,807:015857,4663,6.44519293085734,18.794,3.825,2.902,2.877,3.828
2020-03-18 01:58:58,907:015858,4833,6.45718645604452,18.812,3.845,2.893,2.888,3.848
2020-03-18 01:59:00,018:015900,566,4.035568359375,4.789,4.844,2.848,2.848,4.850
2020-03-18 01:59:01,553:015901,5626,7.17440270868937,18.647,2.800,6.753,4.870,2.800
