avg,stdev,min,max
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22, 0, 22, 22
22.0032051282051, 0.0565230515658603, 22, 23
22.0031446540881, 0.0559889742602668, 22, 23
22.0031152647975, 0.0557275508411163, 22, 23
22.0030674846626, 0.055299866188098, 22, 23
22.0060975609756, 0.0778484471634373, 22, 23
22.006006006006, 0.0772653473289405, 22, 23
22.0059171597633, 0.0766951561941759, 22, 23
22.0058997050147, 0.076582625284644, 22, 23
22.0058479532164, 0.0762479813473992, 22, 23
22.0057803468208, 0.0758085378532023, 22, 23
22.0028409090909, 0.0532244147590774, 22, 23
22.002808988764, 0.0529254035994853, 22, 23
22.0055248618785, 0.0741238003591092, 22, 23
22.0108401084011, 0.127053747097355, 22, 24
22.0106666666667, 0.126040557846362, 22, 24
22.0105263157895, 0.125214497403898, 22, 24
22.0130890052356, 0.134734128088563, 22, 24
22.0128205128205, 0.133357985886624, 22, 24
22.0126903553299, 0.132685539315815, 22, 24
22.0125628140704, 0.132023162366027, 22, 24
22.0148514851485, 0.139933604208936, 22, 24
22.014742014742, 0.139422712128856, 22, 24
22.0146699266504, 0.1390852093235, 22, 24
22.0145631067961, 0.138583518675924, 22, 24
22.0144230769231, 0.137922964305587, 22, 24
22.0142517814727, 0.137110400851894, 22, 24
22.016317016317, 0.143919338372337, 22, 24
22.0161290322581, 0.143098502813127, 22, 24
22.0159453302961, 0.142291550676459, 22, 24
22.0158371040724, 0.141813881848098, 22, 24
22.0156599552573, 0.141028344630644, 22, 24
22.0154525386313, 0.140102707749426, 22, 24
22.0174291938998, 0.146569831734676, 22, 24
22.017316017316, 0.146099887711569, 22, 24
22.0172413793103, 0.145789090735239, 22, 24
22.0171673819743, 0.145480268297668, 22, 24
22.0170575692964, 0.145020691455283, 22, 24
22.0191082802548, 0.151622684257809, 22, 24
22.0210526315789, 0.182321137638829, 22, 25
22.020964360587, 0.181943597096412, 22, 25
22.0208768267223, 0.181568391692349, 22, 25
22.0207468879668, 0.181009909636409, 22, 25
22.0207039337474, 0.191933394365662, 22, 25
22.0205761316872, 0.191346961935188, 22, 25
22.0224032586558, 0.195434469016621, 22, 25
22.0222222222222, 0.194653567199125, 22, 25
22.0220883534137, 0.194073993840599, 22, 25
22.0239520958084, 0.198359413154569, 22, 25
22.0277227722772, 0.216231820906434, 22, 25
22.0275049115914, 0.215394421590031, 22, 25
22.02734375, 0.214772715529551, 22, 25
22.0271844660194, 0.21415636006155, 22, 25
22.0289575289575, 0.217770543874101, 22, 25
22.0288461538462, 0.217358741451101, 22, 25
22.0286806883365, 0.216745392901619, 22, 25
22.0247619047619, 0.198461200421046, 22, 25
22.0302457466919, 0.219623617084643, 22, 25
22.0302457466919, 0.219623617084643, 22, 25
22.0320754716981, 0.223415667180615, 22, 25
22.031894934334, 0.22279895326637, 22, 25
22.0317757009346, 0.222390635031564, 22, 25
22.0317164179104, 0.222187315486929, 22, 25
22.0297397769517, 0.209105741418963, 22, 25
22.0295748613678, 0.208536854361116, 22, 25
22.0276243093923, 0.203946492816311, 22, 25
22.0275735294118, 0.203762391624372, 22, 25
22.029197080292, 0.207227292942751, 22, 25
22.0290381125227, 0.206673551295633, 22, 25
22.0306859205776, 0.210201636694192, 22, 25
22.0341726618705, 0.225810767152452, 22, 25
22.0338680926916, 0.224825169703066, 22, 25
22.0338078291815, 0.224629593272078, 22, 25
22.0337477797513, 0.224434525989193, 22, 25
22.0336283185841, 0.224045910066503, 22, 25
22.0333333333333, 0.223083127715534, 22, 25
22.0332749562172, 0.222892055392398, 22, 25
22.0331588132635, 0.22251137801758, 22, 25
22.0330434782609, 0.222132643150705, 22, 25
22.0328719723183, 0.221568147116244, 22, 25
22.0328151986183, 0.221380935325242, 22, 25
22.03264604811, 0.220822132579504, 22, 25
22.0323679727428, 0.219900118715411, 22, 25
22.0357142857143, 0.234194233010785, 22, 25
22.0357142857143, 0.234194233010785, 22, 25
22.0356536502547, 0.233999961344924, 22, 25
22.035593220339, 0.23380617197955, 22, 25
22.0355329949239, 0.233612862923936, 22, 25
22.035413153457, 0.233227677836364, 22, 25
22.0353535353535, 0.233035797879986, 22, 25
22.0352348993289, 0.232653453415297, 22, 25
22.0367892976589, 0.235590184151924, 22, 25
22.0366056572379, 0.235015755271639, 22, 25
22.0362438220758, 0.233879381162605, 22, 25
22.0360655737705, 0.233317336061077, 22, 25
22.0326797385621, 0.218978634872562, 22, 25
22.0326264274062, 0.218803924425514, 22, 25
22.0308441558442, 0.214770948054394, 22, 25
22.0307443365696, 0.21443029662792, 22, 25
22.0306946688207, 0.214260577287693, 22, 25
22.032154340836, 0.217250108445131, 22, 25
22.0352, 0.230566606428599, 22, 25
22.0349761526232, 0.229849348055922, 22, 25
22.0285714285714, 0.208873449518677, 22, 25
22.0284810126582, 0.208548865703739, 22, 25
22.0267716535433, 0.204457730609353, 22, 25
22.0267716535433, 0.204457730609353, 22, 25
22.0297805642633, 0.218408927667684, 22, 25
22.0295031055901, 0.217407940800871, 22, 25
22.0294117647059, 0.217077323080873, 22, 25
22.0293209876543, 0.216748208425847, 22, 25
22.0384024577573, 0.24800258458364, 22, 25
22.0383435582822, 0.247816882235818, 22, 25
22.0382848392037, 0.247631596088174, 22, 25
22.0381679389313, 0.247262266197381, 22, 25
22.0381679389313, 0.247262266197381, 22, 25
22.0380517503805, 0.246894582599592, 22, 25
22.0379939209726, 0.246711354348076, 22, 25
22.0378787878788, 0.246346117383744, 22, 25
22.0422960725076, 0.260187330752811, 22, 25
22.0436090225564, 0.273477572160836, 22, 25
22.0433482810164, 0.272679501227029, 22, 25
22.0432835820896, 0.272481071831736, 22, 25
22.043219076006, 0.272283074613635, 22, 25
22.0431547619048, 0.272085508007686, 22, 25
22.0431547619048, 0.272085508007686, 22, 25
22.0430267062315, 0.271691660411619, 22, 25
22.0444444444444, 0.284583299441459, 22, 25
22.0456553755523, 0.280921803064892, 22, 25
22.0470588235294, 0.283087280365081, 22, 25
22.049853372434, 0.302252019820701, 22, 25
22.046783625731, 0.292456134504093, 22, 25
22.0467153284672, 0.292248043555672, 22, 25
22.0465793304221, 0.291833189543122, 22, 25
22.046511627907, 0.291626423348475, 22, 25
22.046511627907, 0.291626423348475, 22, 25
22.0463768115942, 0.291214204814063, 22, 25
22.0462427745665, 0.290803727817462, 22, 25
22.0489913544669, 0.299697960220642, 22, 25
22.0488505747126, 0.299278539723032, 22, 25
22.0488505747126, 0.299278539723032, 22, 25
22.0530085959885, 0.31449846813468, 22, 25
22.0527065527066, 0.313626562078839, 22, 25
22.0581560283688, 0.34232331537728, 22, 25
22.0605633802817, 0.356816468876947, 22, 25
22.0603085553997, 0.356086591651938, 22, 25
22.0602240896359, 0.355844291605005, 22, 25
22.0628491620112, 0.362663539895713, 22, 25
22.0627615062762, 0.362418138147831, 22, 25
22.066852367688, 0.378368963991791, 22, 25
22.0665742024965, 0.377605489996011, 22, 25
22.0665742024965, 0.377605489996011, 22, 25
22.0677731673582, 0.385919381141438, 22, 25
22.0677731673582, 0.385919381141438, 22, 25
22.0691562932227, 0.394537713513326, 22, 25
22.0730027548209, 0.408468978416352, 22, 25
22.0730027548209, 0.408468978416352, 22, 25
22.0728021978022, 0.407925405801681, 22, 25
22.0698630136986, 0.401089246894602, 22, 25
22.0695770804911, 0.400292473045325, 22, 25
22.0720108695652, 0.405772585552794, 22, 25
22.0719131614654, 0.405505869375706, 22, 25
22.0716216216216, 0.404708861078192, 22, 25
22.0688259109312, 0.398190709946714, 22, 25
22.0687331536388, 0.397930307806765, 22, 25
22.0684563758389, 0.397152152190505, 22, 25
22.0697050938338, 0.398346675507983, 22, 25
22.0655957161981, 0.383365303200285, 22, 25
